district;businessName;reviewCount;primaryType;matchedTerms;phone;formattedAddress;googleMapsUri;businessStatus;googlePlaceId;fetchedAt
17. Hernals;Jade Nail Bar;44;nail_salon;beauty salon;0681 10775926;"Hernalser Hauptstraße 7, 1170 Wien";https://maps.google.com/?cid=12352415551549123242&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJ3xfeSxQHbUcRqqoYjH-YbKs;2026-05-21T13:25:21.154480Z
17. Hernals;Salon Brigitte;36;beauty_salon;beauty salon;0664 4508404;"Wilhelm-Exner-Gasse 25, 1090 Wien";https://maps.google.com/?cid=16242089398271301899&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJ6cAnHt0HbUcRC1kZ4kB-Z-E;2026-05-21T13:25:21.154489Z
17. Hernals;Massagefachinstitut Stadlmann;21;massage;massage;01 4847542;"Braungasse 1, 1170 Wien";https://maps.google.com/?cid=14792847820925114904&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJlyLh12sIbUcRGBqnnrfASs0;2026-05-21T13:25:21.154501Z
17. Hernals;Marisa Gassner;14;beauty_salon;beauty salon;01 4087953;"Ottakringer Str. 9, 1170 Wien";https://maps.google.com/?cid=1046643617989688845&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJHYQEAugHbUcRDX60QNNshg4;2026-05-21T13:25:21.154510Z
17. Hernals;ZHAO Energie-Therapie;12;wellness_center;"spa, wellness center";0664 9155696;"Taubergasse 43, 1170 Wien";https://maps.google.com/?cid=7036103888010554887&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJ0-ijiN8HbUcRBy6dDzVDpWE;2026-05-21T13:25:21.154544Z
17. Hernals;Moo Nuad Thai;6;massage;massage;0676 3706845;"Rötzergasse 65, 1170 Wien";https://maps.google.com/?cid=15779152143282827504&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJJ_drWf0JbUcR8HA31UXP-to;2026-05-21T13:25:21.154555Z
17. Hernals;BeautyClub & Academy Marcella;4;beauty_salon;beauty salon;0660 4767183;"Lacknergasse 9/3, 1170 Wien";https://maps.google.com/?cid=2309383164215400474&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJxbiywcgHbUcRGphTkcCTDCA;2026-05-21T13:25:21.154564Z
17. Hernals;T.I.W Gesundheitszentrum;3;point_of_interest;gesundheitszentrum;;"Alsgasse 6, 1170 Wien";https://maps.google.com/?cid=5096862844286577726&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJD5mtNWgIbUcRPqyWpsCxu0Y;2026-05-21T13:25:21.154581Z
17. Hernals;Aromamassage;3;point_of_interest;massage;;"Hormayrgasse 13, 1170 Wien";https://maps.google.com/?cid=9569334381467166683&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJsV-pGN8HbUcR22dIYOsazYQ;2026-05-21T13:25:21.154571Z
17. Hernals;Ärzte Haus Hernals;2;point_of_interest;gesundheitszentrum;;"Hernalser Hauptstraße 101, 1170 Wien";https://maps.google.com/?cid=5352714943367018729&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJp9midXUIbUcR6fhQj-GpSEo;2026-05-21T13:25:21.154590Z
17. Hernals;Erika Studio;1;massage_spa;massage;0681 20275166;"Frauengasse 1, 1170 Wien";https://maps.google.com/?cid=14301373778821310447&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJW1RzHeEHbUcR7-e6Dq6veMY;2026-05-21T13:25:21.154599Z
17. Hernals;Eleni's Beauty & Spa;0;beauty_salon;beauty salon;0690 10421864;"Sautergasse 20, 1170 Wien";https://maps.google.com/?cid=7031145878449721522&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJGVKfZoMJbUcRspDygOylk2E;2026-05-21T13:25:21.154606Z
18. Währing;Friseur SKY beauty;49;hair_salon;beauty salon;01 2902811;"Währinger Str. 71, 1180 Wien";https://maps.google.com/?cid=6563788398924926065&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJNcs8RwAHbUcRcQzAusVCF1s;2026-05-21T13:25:21.154430Z
18. Währing;Ärztezentrum;0;medical_clinic;gesundheitszentrum;07494 690075;"Gymnasiumstraße 50, 1190 Wien";https://maps.google.com/?cid=10906948591126841234&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJq3xeHuUHbUcRkgeQxfRDXZc;2026-05-21T13:25:21.154452Z
18. Währing;Sportunion Fitnesscenter für Damen;0;gym;fitness studio;0660 1946666;"Kreuzg. 18, 1180 Wien";https://maps.google.com/?cid=5771180794719834296&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJnfVI_doHbUcRuBDVE1taF1A;2026-05-21T13:25:21.154441Z
19. Döbling;Christa Fußpflege;107;foot_care;beauty salon;01 3684286;"Budinskygasse 14, 1190 Wien";https://maps.google.com/?cid=17803321560991011256&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJL6_It4MIbUcRuBHsOKIaEvc;2026-05-21T13:25:21.154329Z
19. Döbling;Q Beauty & Nails;35;nail_salon;beauty salon;0664 3981071;"Grinzinger Str. 112, 1190 Wien";https://maps.google.com/?cid=9416950102940322315&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJFbRz7BQHbUcRCwpWuTm6r4I;2026-05-21T13:25:21.154336Z
19. Döbling;Nadja Nail Care;30;nail_salon;beauty salon;0664 2340866;"Billrothstraße 60, 1190 Wien";https://maps.google.com/?cid=4524411299846295732&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJmUXswi4GbUcRtBAaGRvwyT4;2026-05-21T13:25:21.154346Z
19. Döbling;Manhattan Fitness Restaurant Und Sqash;28;fitness_center;"sauna, fitness studio";01 3674291;"Heiligenstädter Lände 17, 1190 Wien";https://maps.google.com/?cid=10353842595894543119&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJwUE82zYGbUcRD0Oa5Ps8sI8;2026-05-21T13:25:21.154358Z
19. Döbling;Sportunion Döbling;15;sports_club;sauna;01 3674128;"Billrothstraße 24, 1190 Wien";https://maps.google.com/?cid=6126661137978983047&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJxSETsi0GbUcRh4JtNNhFBlU;2026-05-21T13:25:21.154370Z
19. Döbling;Tijana Beauty Studio;15;beauty_salon;beauty salon;0670 6071120;"Heiligenstädter Str. 171, 1190 Wien";https://maps.google.com/?cid=13245186976563556967&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJRT_ea2YHbUcRZ3KzEWFb0Lc;2026-05-21T13:25:21.154380Z
19. Döbling;Bellezza E Salute;7;beauty_salon;beauty salon;0680 2477465;"Billrothstraße 79A/5, 1190 Wien";https://maps.google.com/?cid=8630470306728296246&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJieGr4icGbUcRNr8YjQSXxXc;2026-05-21T13:25:21.154388Z
19. Döbling;eG Fitness GmbH;0;gym;fitness studio;01 8901212;"Billrothstraße 2, 1190 Wien";https://maps.google.com/?cid=5023989474857353461&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJy94LyjIGbUcR9YAsJM_LuEU;2026-05-21T13:25:21.154420Z
19. Döbling;Tondokluck Asian Massage;0;massage;massage;0650 9879625;"Heiligenstädter Str. 32/106, 1190 Wien";https://maps.google.com/?cid=15204090985414661363&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJAVN4kpUHbUcR8xRcTjLI_9I;2026-05-21T13:25:21.154397Z
19. Döbling;Massage Sekanina;0;massage;massage;0676 6021812;"Döblinger Hauptstraße 48/50, 1190 Wien";https://maps.google.com/?cid=15106675329507166508&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJ198OQjIGbUcRLIlucCyxpdE;2026-05-21T13:25:21.154406Z
1. Innere Stadt;Beauty Wave;40;beauty_salon;beauty salon;01 5320730;"Rotenturmstraße 22/Top 22 5 Stock, 1010 Wien";https://maps.google.com/?cid=393235811776798769&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJJQH-0pgHbUcRMSDrKeMNdQU;2026-05-21T13:25:21.155417Z
1. Innere Stadt;Bahar Sahan Beauty Salon;30;beauty_salon;beauty salon;0676 4843620;"Singerstraße 2/Top 15, Stock 7, 1010 Wien";https://maps.google.com/?cid=12232430045637637942&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJh9-Eh28HbUcRNvcL-lBSwqk;2026-05-21T13:25:21.155430Z
1. Innere Stadt;Zentralbad (Wien);23;historical_place;sauna;;1010 Wien;https://maps.google.com/?cid=4190518091644710434&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJj-drEJ8HbUcRIq5UhQC2Jzo;2026-05-21T13:25:21.155447Z
1. Innere Stadt;Vaya Health Club;23;gym;erholungszentrum;0677 62056013;"Friedrichstraße 6/Tür 15, 1010 Wien";https://maps.google.com/?cid=12944080914066516419&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJbWwLq88HbUcRwynZugKdorM;2026-05-21T13:25:21.155457Z
1. Innere Stadt;Dimove - Body Health Fitness;3;gym;fitness studio;0664 5272477;"Seitenstettengasse 5, 1010 Wien";https://maps.google.com/?cid=4138462984242192398&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJe2ddl6EHbUcRDuDbWyjGbjk;2026-05-21T13:25:21.155470Z
1. Innere Stadt;Wien;2;massage_spa;"spa, wellness center, day spa";;"Herrengasse 5, 1010 Wien";https://maps.google.com/?cid=10959825173854291790&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJh9imFAAHbUcRTgf4j-0eGZg;2026-05-21T13:25:21.155492Z
1. Innere Stadt;Erholungszentrum;1;;erholungszentrum;;"Neubaugasse 82, 1070 Wien";https://maps.google.com/?cid=9791928297252267518&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJs8pgwXcHbUcR_iXRD-jq44c;2026-05-21T13:25:21.155513Z
1. Innere Stadt;ganz Mensch;1;government_office;erholungszentrum;0677 61589426;"Dominikanerbastei 21/46, 1010 Wien";https://maps.google.com/?cid=18197272528643712535&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJG7-BTUYHbUcRF2bIlvOyifw;2026-05-21T13:25:21.155529Z
1. Innere Stadt;Gesundheitszentrum Habsburgergasse;1;health;gesundheitszentrum;01 5331080;"Habsburgergasse 10/4. Stock, 1010 Wien";https://maps.google.com/?cid=18329971643555766579&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJbac0_JgHbUcRM-Ef7RckYf4;2026-05-21T13:25:21.155501Z
20. Brigittenau;Lyly Nails Nagel Studio;430;nail_salon;beauty salon;0660 8818668;"Wallensteinstraße 29, 1200 Wien";https://maps.google.com/?cid=17209391324949238580&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJydtBXbMHbUcRNNNJFDsK1O4;2026-05-21T13:25:21.154024Z
20. Brigittenau;Divine Beauty & Nails Studio;114;nail_salon;beauty salon;0676 3633721;"Klosterneuburger Str. 98, 1200 Wien";https://maps.google.com/?cid=5435649808557530616&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJa7ez-zUGbUcR-N19mrNOb0s;2026-05-21T13:25:21.154033Z
20. Brigittenau;Physikalisches Institut Brigittenau;113;medical_clinic;gesundheitszentrum;01 3325151;"Dresdner Str. 38/40, 1200 Wien";https://maps.google.com/?cid=15176147115801100422&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJFcwYDk8GbUcRhsBkKGWBnNI;2026-05-21T13:25:21.154042Z
20. Brigittenau;Go2Sun Sonnenstudio & Nagelstudio;63;tanning_studio;beauty salon;0699 12760001;"Klosterneuburger Str. 49, 1200 Wien";https://maps.google.com/?cid=6090845950507957711&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJOwv-KLUHbUcRzz2nDR8Ih1Q;2026-05-21T13:25:21.154050Z
20. Brigittenau;Heilmasseur Kamil Gajowniczek;42;massage;massage;0677 62342258;"Pasettistraße 27/4, 1200 Wien";https://maps.google.com/?cid=6852506920321312979&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJsfPM1PAHbUcR02io5rz-GF8;2026-05-21T13:25:21.154060Z
20. Brigittenau;Fußpflege Kosmetik Salon Theresa;24;beauty_salon;beauty salon;01 3307493;"Treustraße 26, 1200 Wien";https://maps.google.com/?cid=4323781828543125751&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJMX_3WLQHbUcR9xiaKKooATw;2026-05-21T13:25:21.154067Z
20. Brigittenau;Aphrodite Beauty salon;20;beauty_salon;beauty salon;0699 00000000;"Wallensteinstraße 42, 1200 Wien";https://maps.google.com/?cid=12576949766268340879&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJ1dUgDZIHbUcRj0pbSC1Niq4;2026-05-21T13:25:21.154073Z
20. Brigittenau;beauty by denisa;11;beauty_salon;beauty salon;;"Jägerstraße 21/top 1, 1200 Wien";https://maps.google.com/?cid=8437193366693665761&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJCW-jUYMHbUcR4dsOM6ruFnU;2026-05-21T13:25:21.154079Z
20. Brigittenau;Paco F. Schmid;4;massage;massage;01 3336990;"Brigittapl. 20, 1200 Wien";https://maps.google.com/?cid=5150734905092169054&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJZ-Gpu0wGbUcRXl05PhsWe0c;2026-05-21T13:25:21.154088Z
20. Brigittenau;Stefan Laner;3;massage;massage;;"Klosterneuburger Str. 93/97, 1200 Wien";https://maps.google.com/?cid=2505548253865146375&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJK5TUeZSgbUcRB3g7p9x-xSI;2026-05-21T13:25:21.154095Z
20. Brigittenau;"Shiatsu, Schröpfen & Massage bei Monika Bestereimer";2;massage;massage;0664 2130230;"Adalbert-Stifter-Straße 21/2/33, 1200 Wien";https://maps.google.com/?cid=3622377875903188064&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJA6HsPTYGbUcRYIxxZ3xFRTI;2026-05-21T13:25:21.154112Z
20. Brigittenau;Bioenergetik Wellness;2;wellness_center;"massage, wellness center";;"Dresdner Str. 112a, 1200 Wien";https://maps.google.com/?cid=4969154066634365431&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJWQ7Yk1MGbUcR99ntv0v79UQ;2026-05-21T13:25:21.154102Z
20. Brigittenau;Gutes Leben ist besser - Petra Payer;2;health;erholungszentrum;0677 61242938;"Wolfsaugasse 10/5, 1200 Wien";https://maps.google.com/?cid=11521944156628233680&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJl8U2dLQHbUcR0K22ISor5p8;2026-05-21T13:25:21.154126Z
20. Brigittenau;Gesundenuntersuchungsstelle 20 (Herz-Kreislauf-Zentrum) MA 15;0;doctor;gesundheitszentrum;01 3331677;"Romanogasse 27, 1200 Wien";https://maps.google.com/?cid=18252039042504068325&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJAWkC6koGbUcR5QwEQ85ETP0;2026-05-21T13:25:21.154140Z
20. Brigittenau;Pensionistenverband Österreichs;0;lodging;erholungszentrum;01 330383920;"Raffaelgasse 11, 1200 Wien";https://maps.google.com/?cid=15798549555214245877&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJMfDRgUsGbUcR9V_zvB25P9s;2026-05-21T13:25:21.154147Z
20. Brigittenau;My Beauty By Arzu Akin;0;beauty_salon;beauty salon;;"Wallensteinstraße 42, 1200 Wien";https://maps.google.com/?cid=1867772058456652432&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJC_zfLbMHbUcRkHq1kcqo6xk;2026-05-21T13:25:21.154133Z
21. Floridsdorf;Bellgassensteg;135;tourist_attraction;erholungszentrum;01 4040018620;"Bellgasse 25, 1210 Wien";https://maps.google.com/?cid=11189560835560716221&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJWd_GtHIGbUcRvTc4jEtOSZs;2026-05-21T13:25:21.153891Z
21. Floridsdorf;Aupark Jedlesee;115;park;erholungszentrum;0650 6915379;"Christian-Bucher-Gasse 4, 1210 Wien";https://maps.google.com/?cid=1571678554751489596&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJg1j9XTgHbUcRPNYPhVG5zxU;2026-05-21T13:25:21.153898Z
21. Floridsdorf;Spielplatz Tomaschekstraße;97;playground;erholungszentrum;;1210 Wien;https://maps.google.com/?cid=256835202263491706&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJ_wwzKuQFbUcReiS7dEF2kAM;2026-05-21T13:25:21.153904Z
21. Floridsdorf;Friseur&KosmetikstudioJ&J;61;beauty_salon;beauty salon;01 2702802;"Donaufelder Str. 15, 1210 Wien";https://maps.google.com/?cid=4244617495861220760&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJyb0pi4gGbUcRmFU3oB_p5zo;2026-05-21T13:25:21.153914Z
21. Floridsdorf;"Beauty and Care Theresia e.U. Fußpflege, Kosmetik, Lash and Browlifting";35;beauty_salon;beauty salon;0670 3516076;"Bei Carolashes/Noblelashes anläuten bei Beauty and Care, Donaufelder Str. 115/1/1, 1210 Wien";https://maps.google.com/?cid=7775005791741032373&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJR1y-_FMHbUcRtTdU55Je5ms;2026-05-21T13:25:21.153922Z
21. Floridsdorf;Su Massage;32;massage;massage;0677 63637485;"Prager Str. 21a, 1210 Wien";https://maps.google.com/?cid=13027963889505941624&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJm0OiN-sHbUcReDie5CGgzLQ;2026-05-21T13:25:21.153936Z
21. Floridsdorf;Diamond Beauty & More;31;beauty_salon;beauty salon;0676 4022648;"Überfuhrstraße, 1210 Wien";https://maps.google.com/?cid=15773893860012743537&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJ48XNYf4HbUcRcVvGWuQg6No;2026-05-21T13:25:21.153942Z
21. Floridsdorf;Aktiv Park;31;gym;fitness studio;;"Überfuhrstraße, 1210 Wien";https://maps.google.com/?cid=3632322117564863223&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJOx6rHeAFbUcR95I_l7iZaDI;2026-05-21T13:25:21.153951Z
21. Floridsdorf;Sananda-Farm;28;hotel;erholungszentrum;0664 3010969;"Wolfgang-Riese-Gasse 6, 1210 Wien";https://maps.google.com/?cid=1343658281851705667&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJj8CZLoUGbUcRQ1lInRaipRI;2026-05-21T13:25:21.153958Z
21. Floridsdorf;FKK Floridsdorf;24;sports_activity_location;sauna;;"An der Neuen Donau, 1210 Wien";https://maps.google.com/?cid=15158671711823094828&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJldROkAgGbUcRLGT6mZtrXtI;2026-05-21T13:25:21.153968Z
21. Floridsdorf;Beauty Center SAN;16;nail_salon;beauty salon;0677 62274236;"Brünner Str. 138/4, 1210 Wien";https://maps.google.com/?cid=1417370600433335781&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJYwcbpXYFbUcR5T3pMQ2DqxM;2026-05-21T13:25:21.153975Z
21. Floridsdorf;"Deine Quintessenz * Claudia Orsario-Hanauer | Heilmassage, Gewerbliche Massagen & Energetik-Sitzungen";3;massage;"massage, wellness center";0667 4476633;"Leopoldauer Str. 27/Tür 11, 1210 Wien";https://maps.google.com/?cid=17429417348260016292&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJj3iyOsgHbUcRpLARtbu64fE;2026-05-21T13:25:21.153984Z
21. Floridsdorf;Reya Thai Spa;2;spa;"spa, wellness center";0664 5425088;"Leopoldauer Pl. 21, 1210 Wien";https://maps.google.com/?cid=6859367872349547828&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJ6elPZg0FbUcRNC0fx7xeMV8;2026-05-21T13:25:21.153993Z
21. Floridsdorf;"Beauty Salon @usmex, kosmetik and Nails";1;nail_salon;beauty salon;0660 2226159;"Kantnergasse 49/1, 1210 Wien";https://maps.google.com/?cid=10142981291218154338&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJXSg30pUtsK0RYrN9mr4bw4w;2026-05-21T13:25:21.154014Z
21. Floridsdorf;Tibetan Sorig Center;1;wellness_center;wellness center;0660 7786109;"Donaufelder Str. 101/3/2, 1210 Wien";https://maps.google.com/?cid=5932766545018672155&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJy1frCpAGbUcRG9QoU71rVVI;2026-05-21T13:25:21.154004Z
22. Donaustadt;Physikalisches Institut Donauzentrum GmbH;133;store;gesundheitszentrum;01 2032388;"Siebeckstraße 7/3, 1220 Wien";https://maps.google.com/?cid=4932855898402721035&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJARFJUL8GbUcRCw184E0GdUQ;2026-05-21T13:25:21.153820Z
22. Donaustadt;Jin Yang Massage;33;massage;massage;0681 81196455;"Wagramer Str. 23/1/1/1a, 1220 Wien";https://maps.google.com/?cid=11305630812643747824&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJDcnXLOgGbUcR8GdXBVOr5Zw;2026-05-21T13:25:21.153827Z
22. Donaustadt;Freibad Donaustadt;13;sports_complex;erholungszentrum;;"Portnergasse 40, 1220 Wien";https://maps.google.com/?cid=2226343866981196599&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA;OPERATIONAL;ChIJ-3GoebcGbUcRN6NIi_OP5R4;2026-05-21T13:25:21.153838Z
